record_id,redacted_data_json,is_pii
90,"{""name"": ""AXXXXX RXX"", ""email"": ""anXXX@university.edu"", ""ip_address"": ""[REDACTED_PII]""}",True
91,"{""fraud_score"": 0.15, ""risk_level"": ""low""}",False
92,"{""upi_id"": ""78XXXXXXXX@ybl""}",True
93,"{""search_filter"": ""electronics"", ""sort_by"": ""price_low_to_high""}",False
94,"{""phone"": ""82XXXXXX90""}",True
95,"{""first_name"": ""Arun"", ""cart_value"": 2500}",False
96,"{""phone"": ""67XXXXXX45"", ""name"": ""PXXXXX KXXXXXXX"", ""address"": ""[REDACTED_PII]""}",True
97,"{""machine_learning_model"": ""recommendation_v3"", ""accuracy"": 0.92}",False
98,"{""passport"": ""RXXXXX52""}",True
99,"{""city"": ""Bangalore"", ""traffic_condition"": ""moderate""}",False
100,"{""aadhar"": ""89XXXXXXXX89""}",True
101,"{""email"": ""newsletter@flipkart.com"", ""unsubscribe_rate"": 0.02}",False
102,"{""name"": ""SXXXXX PXXXXX"", ""email"": ""suXXX@office.com"", ""device_id"": ""XXXXXX789""}",True
103,"{""performance_metric"": ""page_load_time"", ""value"": ""2.1s""}",False
104,"{""upi_id"": ""quXXXXXX@kotak""}",True
105,"{""last_name"": ""Gupta"", ""education"": ""MBA""}",False
106,"{""phone"": ""79XXXXXX67""}",True
107,"{""analytics_event"": ""product_view"", ""timestamp"": ""2024-01-20T14:22:33Z""}",False
108,"{""name"": ""RXXXXX JXXX"", ""email"": ""raXXX@workplace.in"", ""address"": ""[REDACTED_PII]""}",True
109,"{""cache_hit_ratio"": 0.78, ""response_cached"": ""true""}",False
110,"{""passport"": ""SXXXXX41""}",True
111,"{""first_name"": ""Vivek"", ""subscription_status"": ""active""}",False
112,"{""aadhar"": ""90XXXXXXXX90""}",True
113,"{""a_b_test"": ""checkout_flow_v2"", ""variant"": ""B""}",False
114,"{""phone"": ""83XXXXXX01"", ""name"": ""KXXXXX MXXXX"", ""email"": ""kaXXX@gmail.com""}",True
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",False
116,"{""upi_id"": ""65XXXXXXXX@paytm""}",True
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",False
118,"{""phone"": ""98XXXXXX10""}",True
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",False
120,"{""name"": ""AXXXX PXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",False
122,"{""passport"": ""QXXXXX19""}",True
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",False
124,"{""aadhar"": ""01XXXXXXXX01""}",True
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",False
126,"{""name"": ""GXXXXX RXXXX"", ""email"": ""geXXX@company.com""}",True
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",False
128,"{""upi_id"": ""shXXXXXX@icici""}",True
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",False
130,"{""phone"": ""74XXXXXX12""}",True
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",False
132,"{""phone"": ""80XXXXXX79"", ""name"": ""SXXXXX KXXXXX"", ""address"": ""[REDACTED_PII]""}",True
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",False
134,"{""passport"": ""BXXXXX83""}",True
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",False
136,"{""aadhar"": ""12XXXXXXXX54""}",True
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",False
138,"{""name"": ""HXXXXX KXXXX"", ""email"": ""haXXX@tech.org"", ""ip_address"": ""[REDACTED_PII]""}",True
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",False
140,"{""upi_id"": ""54XXXXXXXX@ybl""}",True
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",False
142,"{""phone"": ""91XXXXXX89""}",True
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",False
144,"{""name"": ""RXXXXX SXXXXX"", ""email"": ""riXXX@company.net"", ""address"": ""[REDACTED_PII]""}",True
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",False
146,"{""passport"": ""NXXXXX07""}",True
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",False
148,"{""aadhar"": ""23XXXXXXXX65""}",True
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",False
150,"{""phone"": ""78XXXXXX56"", ""name"": ""PXXXXXXX CXXXXXXXX"", ""email"": ""prXXX@personal.in""}",True
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",False
152,"{""upi_id"": ""faXXXX@sbi""}",True
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",False
154,"{""phone"": ""85XXXXXX23""}",True
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",False
156,"{""name"": ""AXXXX BXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",False
158,"{""passport"": ""GXXXXX29""}",True
159,"{""city"": ""Indore"", ""region"": ""Central India""}",False
160,"{""aadhar"": ""34XXXXXXXX76""}",True
161,"{""email"": ""admin@system.com"", ""role"": ""system_admin""}",False
162,"{""name"": ""SXXXXX JXXXX"", ""email"": ""saXXX@workplace.com"", ""device_id"": ""XXXXXX123""}",True
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",False
164,"{""upi_id"": ""43XXXXXXXX@okaxis""}",True
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",False
166,"{""phone"": ""92XXXXXX90""}",True
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": ""true""}",False
168,"{""phone"": ""73XXXXXX01"", ""name"": ""VXXXXX AXXXXXX"", ""address"": ""[REDACTED_PII]""}",True
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",False
170,"{""passport"": ""FXXXXX63""}",True
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",False
172,"{""_raw"": ""[UNPARSABLE]""}",False
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",False
174,"{""name"": ""AXXXXX VXXXX"", ""email"": ""anXXX@office.in"", ""ip_address"": ""[REDACTED_PII]""}",True
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",False
176,"{""upi_id"": ""waXXXX@phonepe""}",True
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",False
178,"{""phone"": ""89XXXXXX67""}",True
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",False
180,"{""name"": ""SXXXXX DXXX"", ""email"": ""suXXX@email.org"", ""address"": ""[REDACTED_PII]""}",True
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",False
182,"{""passport"": ""VXXXXX70""}",True
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",False
184,"{""_raw"": ""[UNPARSABLE]""}",False
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",False
186,"{""phone"": ""67XXXXXX45"", ""name"": ""RXXX SXXXX"", ""email"": ""riXXX@company.com""}",True
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",False
188,"{""upi_id"": ""32XXXXXXXX@paytm""}",True
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",False
190,"{""phone"": ""76XXXXXX34""}",True
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",False
192,"{""name"": ""KXXXXXX RXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",False
194,"{""passport"": ""JXXXXX10""}",True
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",False
196,"{""aadhar"": ""67XXXXXXXX09""}",True
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",False
198,"{""name"": ""AXXXXXXX TXXXXX"", ""email"": ""abXXX@work.com""}",True
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",False
200,"{""upi_id"": ""saXXXXX@unionbank""}",True
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",False
202,"{""phone"": ""90XXXXXX78""}",True
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",False
204,"{""phone"": ""81XXXXXX90"", ""name"": ""RXXXX MXXXXXXX"", ""address"": ""[REDACTED_PII]""}",True
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",False
206,"{""_raw"": ""[UNPARSABLE]""}",False
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",False
208,"{""aadhar"": ""78XXXXXXXX10""}",True
209,"{""terraform_state"": ""applied"", ""resources"": 23}",False
210,"{""name"": ""SXXXXX SXXXXX"", ""email"": ""shXXX@personal.com"", ""ip_address"": ""[REDACTED_PII]""}",True
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",False
212,"{""upi_id"": ""21XXXXXXXX@ybl""}",True
213,"{""city"": ""Vadodara"", ""population"": 1670000}",False
214,"{""phone"": ""84XXXXXX12""}",True
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",False
216,"{""name"": ""MXXXXXX DXXXX"", ""email"": ""maXXX@bollywood.com"", ""address"": ""[REDACTED_PII]""}",True
217,"{""docker_compose"": ""version_3"", ""services"": 8}",False
218,"{""passport"": ""IXXXXX32""}",True
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",False
220,"{""aadhar"": ""89XXXXXXXX21""}",True
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",False
222,"{""phone"": ""72XXXXXX90"", ""name"": ""NXXXXX SXXXXX"", ""email"": ""niXXX@tech.in""}",True
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",False
224,"{""upi_id"": ""buXXXXXX@yesbank""}",True
225,"{""city"": ""Surat"", ""textile_hub"": ""true""}",False
226,"{""phone"": ""93XXXXXX12""}",True
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",False
228,"{""name"": ""KXXXX KXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",False
230,"{""passport"": ""OXXXXX37""}",True
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",False
232,"{""aadhar"": ""90XXXXXXXX32""}",True
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",False
234,"{""name"": ""SXXXX NXXXX"", ""email"": ""swXXX@university.ac.in"", ""device_id"": ""XXXXXX123""}",True
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",False
236,"{""upi_id"": ""10XXXXXXXX@paytm""}",True
237,"{""city"": ""Jodhpur"", ""heritage_site"": ""true""}",False
238,"{""phone"": ""86XXXXXX34""}",True
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",False
240,"{""phone"": ""68XXXXXX57"", ""name"": ""GXXXX PXXXX"", ""address"": ""[REDACTED_PII]""}",True
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",False
242,"{""passport"": ""UXXXXX29""}",True
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",False
244,"{""aadhar"": ""01XXXXXXXX43""}",True
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",False
246,"{""name"": ""TXXXX GXXX"", ""email"": ""taXXX@startup.io"", ""ip_address"": ""[REDACTED_PII]""}",True
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",False
248,"{""upi_id"": ""09XXXXXXXX@okaxis""}",True
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",False
250,"{""phone"": ""77XXXXXX45""}",True
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",False
252,"{""name"": ""VXXXX DXXXXX"", ""email"": ""vaXXX@actor.com"", ""address"": ""[REDACTED_PII]""}",True
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",False
254,"{""passport"": ""ZXXXXX70""}",True
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",False
256,"{""aadhar"": ""12XXXXXXXX32""}",True
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",False
258,"{""phone"": ""98XXXXXX10"", ""name"": ""RXXXXX DXXXXXXX"", ""email"": ""riXXX@film.in""}",True
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",False
260,"{""upi_id"": ""98XXXXXXXX@ibl""}",True
261,"{""city"": ""Guwahati"", ""tea_capital"": ""true""}",False
262,"{""phone"": ""61XXXXXX89""}",True
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",False
264,"{""name"": ""SXXXXX TXXXXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",False
266,"{""passport"": ""WXXXXX13""}",True
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",False
268,"{""aadhar"": ""23XXXXXXXX43""}",True
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",False
270,"{""name"": ""AXXX BXXXX"", ""email"": ""alXXX@bollywood.in""}",True
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",False
272,"{""upi_id"": ""87XXXXXXXX@ybl""}",True
273,"{""city"": ""Dehradun"", ""hill_station"": ""true""}",False
274,"{""phone"": ""95XXXXXX23""}",True
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",False
276,"{""phone"": ""89XXXXXX67"", ""name"": ""DXXXXXX PXXXXXXX"", ""address"": ""[REDACTED_PII]""}",True
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",False
278,"{""passport"": ""EXXXXX81""}",True
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",False
280,"{""aadhar"": ""34XXXXXXXX43""}",True
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",False
282,"{""name"": ""RXXXXX KXXXXX"", ""email"": ""raXXX@movies.com"", ""ip_address"": ""[REDACTED_PII]""}",True
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": ""true""}",False
284,"{""upi_id"": ""76XXXXXXXX@paytm""}",True
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",False
286,"{""phone"": ""82XXXXXX90""}",True
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",False
288,"{""name"": ""HXXXXXX RXXXXX"", ""email"": ""hrXXX@superstar.in"", ""address"": ""[REDACTED_PII]""}",True
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",False
290,"{""passport"": ""DXXXXX29""}",True
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",False
292,"{""aadhar"": ""45XXXXXXXX43""}",True
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": ""true""}",False
294,"{""phone"": ""71XXXXXX90"", ""name"": ""KXXXXXX KXXX"", ""email"": ""kaXXX@actress.com""}",True
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",False
296,"{""upi_id"": ""65XXXXXXXX@okaxis""}",True
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",False
298,"{""phone"": ""97XXXXXX45""}",True
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",False
300,"{""name"": ""PXXXXXXX CXXXXX"", ""address"": ""[REDACTED_PII]"", ""ip_address"": ""[REDACTED_PII]""}",True
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": ""true""}",False
302,"{""passport"": ""KXXXXX74""}",True
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",False
304,"{""aadhar"": ""56XXXXXXXX09""}",True
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",False
306,"{""name"": ""AXXXXX KXXXX"", ""email"": ""akXXX@actionhero.in"", ""device_id"": ""XXXXX123""}",True
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",False
308,"{""upi_id"": ""54XXXXXXXX@ybl""}",True
309,"{""city"": ""Ooty"", ""tea_gardens"": ""true""}",False
310,"{""phone"": ""80XXXXXX78""}",True
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",False
312,"{""phone"": ""91XXXXXX80"", ""name"": ""SXXXXX KXXX"", ""address"": ""[REDACTED_PII]""}",True
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",False
314,"{""passport"": ""MXXXXX41""}",True
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",False
316,"{""aadhar"": ""67XXXXXXXX10""}",True
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",False
318,"{""name"": ""AXXXX KXXX"", ""email"": ""aaXXX@perfectionist.com"", ""ip_address"": ""[REDACTED_PII]""}",True
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",False
320,"{""upi_id"": ""43XXXXXXXX@paytm""}",True
321,"{""city"": ""Nainital"", ""lake_city"": ""true""}",False
322,"{""phone"": ""73XXXXXX01""}",True
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",False
324,"{""name"": ""SXXX RXXX KXXX"", ""email"": ""srXXX@kingkhan.in"", ""address"": ""[REDACTED_PII]""}",True
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",False
326,"{""passport"": ""AXXXXX64""}",True
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",False
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",False
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",False
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",False
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",False
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",False
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",False
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",False
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": ""false""}",False
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",False
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",False
338,"{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}",False
339,"{""feature_flag"": ""new_checkout"", ""enabled"": ""true"", ""rollout_percentage"": 50}",False
340,"{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",False
341,"{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}",False
342,"{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}",False
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",False
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": ""true""}",False
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": ""false""}",False
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",False
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",False
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",False
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",False
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",False
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",False
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",False
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",False
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",False
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",False
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",False
357,"{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",False
